Index	Sentence	spd	gruene	fdp	Most likely
265	Ein Dateninstitut soll   Datenverfügbarkeit  und  -standardisierung  vorantreiben,  Datentreuhändermodelle  und  Lizenzen   etablieren.	0.013511686585843563	0.9627645611763	0.02372375689446926	gruene
266	Für  Gebietskörperschaften  schaffen  wir  zu   fairen  und  wettbewerbskonformen   Bedingungen  Zugang  zu  Daten  von  Unternehmen,  insofern  dies  zur  Erbringung  ihrer  Aufgaben  der   Daseinsvorsorge erforderlich ist.	2.2032743345334893e-06	0.00023413263261318207	0.9997636675834656	fdp
267	Für alle, die an der Entstehung von Daten mitgewirkt haben, stärken   wir  den  standardisierten  und  maschinenlesbaren  Zugang  zu  selbsterzeugten  Daten.	0.0026948226150125265	0.9414830207824707	0.05582213029265404	gruene
268	Mit  einem   Datengesetz schaffen wir für diese Maßnahmen die notwendigen rechtlichen Grundlagen.	0.21081896126270294	0.01372475828975439	0.7754562497138977	fdp
269	Wir fördern   Anonymisierungstechniken,  schaffen  Rechtssicherheit  durch  Standards  und  führen  die  Strafbarkeit   rechtswidriger  De-anonymisierung  ein.	0.0026089679449796677	0.002596854465082288	0.9947941899299622	fdp
270	Wir  führen  einen  Rechtsanspruch  auf  Open  Data  ein  und   verbessern die Datenexpertise öffentlicher Stellen.	0.014113664627075195	0.0042042494751513	0.9816821217536926	fdp
271	Die Datenschutzgrundverordnung (DSGVO) ist eine   gute  internationale  Standardsetzung.	0.00010342810128349811	0.24604833126068115	0.7538482546806335	fdp
272	Zur  besseren  Durchsetzung  und  Kohärenz  des  Datenschutzes   verstärken  wir  die  europäische  Zusammenarbeit,  institutionalisieren  die  Datenschutzkonferenz  im   Bundesdatenschutzgesetz  (BDSG)  und  wollen  ihr  rechtlich,  wo  möglich,  verbindliche  Beschlüsse   ermöglichen.	0.9802336096763611	0.018424266949295998	0.0013420179020613432	spd
273	Wir  schaffen  Regelungen  zum  Beschäftigtendatenschutz,  um  Rechtsklarheit  für   Arbeitgeber sowie Beschäftigte zu erreichen und die Persönlichkeitsrechte effektiv zu schützen.	1.226310632773675e-05	0.001424035639502108	0.9985637068748474	fdp
274	Wir   setzen uns für eine schnelle Verabschiedung einer ambitionierten E-Privacy-Verordnung ein.	0.0003257255011703819	0.0012698929058387876	0.9984044432640076	fdp
275	Digitale Gesellschaft   Wir  werden  das  digitale  Ehrenamt  sichtbarer  machen,  unterstützen  und  rechtlich  stärken.	0.8312386870384216	0.1456604301929474	0.02310085855424404	spd
276	Die   Zivilgesellschaft binden wir besser in digitalpolitische Vorhaben ein und unterstützen sie, insbesondere   in den Bereichen Diversität und Civic Tech.	3.8569910998376145e-07	0.9918803572654724	0.00811932422220707	gruene
277	Beim Digital Services Act setzen wir uns für die Wahrung   der Kommunikationsfreiheiten, starke Nutzerrechte, klare Meldeverfahren, den Zugang zu Daten sehr   großer Plattformen für Forschungszwecke, die Überprüfbarkeit ihrer algorithmischen Systeme sowie   klare Regelungen gegen Desinformationen ein.	0.0021191458217799664	0.008851898834109306	0.9890289306640625	fdp
278	Auf Grundlage der europäischen Vorgaben werden wir   den  Rechtsrahmen  (u. a.  Telemediengesetz,  TMG  und  Netzwerkdurchsetzungsgesetz,  NetzDG)   grundlegend  überarbeiten.	0.0009013982489705086	0.9516765475273132	0.04742209613323212	gruene
279	Den  Aufbau  von  Plattformräten  werden  wir  voranbringen.	0.980661153793335	0.01430960651487112	0.005029171705245972	spd
280	Allgemeine   Überwachungspflichten,  Maßnahmen   zum  Scannen  privater  Kommunikation  und  eine    Identifizierungspflicht lehnen wir ab.	0.017245464026927948	0.9633128046989441	0.019441667944192886	gruene
281	Anonyme und pseudonyme Online-Nutzung werden wir wahren.	6.433975795516744e-05	0.00011302882194286212	0.9998226761817932	fdp
282	Mit einem Gesetz gegen digitale Gewalt werden wir rechtliche Hürden für Betroffene, wie Lücken bei   Auskunftsrechten,  abbauen  und  umfassende  Beratungsangebote  aufsetzen.	0.136655792593956	0.023298799991607666	0.8400454521179199	fdp
283	Wir  schaffen  die   rechtlichen Rahmenbedingungen für elektronische Verfahren zur Anzeigenerstattung und für private   Verfahren und ermöglichen richterlich angeordnete Accountsperren.	0.0003534751886036247	0.0015812466153874993	0.9980652928352356	fdp
284	Wir werden die Einrichtung einer   Bundeszentrale für digitale Bildung prüfen.	0.9794933199882507	0.01739741861820221	0.00310916337184608	spd
285	Digitale Schlüsseltechnologien	0.9695125818252563	0.015981830656528473	0.014505594037473202	spd
286	Wir werden Treiber eines starken Technologiestandorts, der auf europäischen Werten basiert, Talente   anzieht  sowie  Zukunftsfähigkeit  und  Wohlstand  unseres  Landes  sichert.	1.8401899524178589e-06	0.01780775748193264	0.9821903705596924	fdp
287	Investitionen  in  Künstliche   Intelligenz (KI), Quantentechnologien, Cybersicherheit, Distributed-Ledger-Technologie (DLT), Robotik   und  weitere  Zukunftstechnologien  stärken  wir  messbar  und  setzen  Schwerpunkte.	0.0022041189949959517	0.9900755286216736	0.007720340043306351	gruene
288	Wir  stärken   strategische Technologiefelder z. B. durch Important Projects of Common European Interest (IPCEIs)   und treiben den angekündigten EU Chips Act voran.	0.8385398983955383	0.003518907353281975	0.15794114768505096	spd
289	Mit europäischen Partnerländern fördern wir die   Zusammenarbeit  starker  europäischer  Forschungsstandorte,  insbesondere  bei  KI,  und  ermöglichen   institutionelle Freiräume.	0.0007976476917974651	0.006868639029562473	0.9923337697982788	fdp
290	Im Sinne eines lernenden, technologiefördernden Staates setzen wir digitale   Innovationen  in  der  Verwaltung  ein,  schaffen  notwendige  Rechtsgrundlagen  und  Transparenz.	0.0035022173542529345	0.13636139035224915	0.8601363301277161	fdp
291	Wir   unterstützen  den  europäischen  AI  Act.	0.10101591050624847	0.861409068107605	0.037575047463178635	gruene
292	Wir  setzen  auf  einen  mehrstufigen  risikobasierten  Ansatz,   wahren  digitale  Bürgerrechte,  insbesondere  die  Diskriminierungsfreiheit,  definieren  Haftungsregeln   und vermeiden innovationshemmende ex-ante-Regulierung.	0.11909686028957367	0.00028925255173817277	0.8806138634681702	fdp
293	Biometrische Erkennung im öffentlichen   Raum sowie automatisierte staatliche Scoring Systeme durch KI sind europarechtlich auszuschließen.	0.8295643925666809	0.0025939762126654387	0.16784174740314484	spd
294	Nachhaltigkeit in der Digitalisierung   Wir  wollen  die  Potentiale  der  Digitalisierung  für  mehr  Nachhaltigkeit  nutzen.	5.4332463861328506e-08	0.006416731048375368	0.9935831427574158	fdp
295	Durch  die  Förderung   digitaler Zwillinge (z. B. die Arbeit an einem virtuellen Modell eines analogen Produktes) helfen wir den   Verbrauch an Ressourcen zu reduzieren.	6.466401100624353e-05	0.0017626106273382902	0.9981727600097656	fdp
296	Wir werden Rechenzentren in Deutschland auf ökologische   Nachhaltigkeit und Klimaschutz ausrichten, u. a. durch Nutzung der Abwärme.	0.004771776497364044	0.00014899874804541469	0.9950791597366333	fdp
297	Neue Rechenzentren   sind  ab  2027  klimaneutral  zu  betreiben.	0.00013466595555655658	0.9959025979042053	0.003962785005569458	gruene
298	Öffentliche  Rechenzentren  führen  bis  2025  ein   Umweltmanagementsystem  nach  EMAS  (Eco  Management  and  Audit  Scheme)  ein.	0.7334685325622559	0.0063018715009093285	0.26022955775260925	spd
299	Für  IT-	5.501083322201339e-08	0.956107497215271	0.0438925102353096	gruene
300	Beschaffungen des Bundes werden Zertifizierungen wie z. B. der Blaue Engel Standard.	0.07863552868366241	0.7812175750732422	0.14014682173728943	gruene
301	Ersatzteile und   Softwareupdates  für  IT-Geräte  müssen  für  die  übliche  Nutzungsdauer  verpflichtend  verfügbar  sein.	0.013146042823791504	0.0006105349748395383	0.9862434267997742	fdp
302	Dies ist den Nutzerinnen und Nutzern transparent zu machen.	0.7284196019172668	0.24978671967983246	0.02179371938109398	spd
303	Digitale Wirtschaft   Wir unterstützen ein Level Playing Field im Wettbewerb und setzen uns für ambitionierte Regelungen   des Digital Markets Act (DMA) ein, die nicht hinter bestehende nationale Regeln zurückfallen dürfen.	0.0022857943549752235	0.9622048735618591	0.03550928458571434	gruene
304	Dazu  gehören  auch  europäisch  einheitliche  Interoperabilitätsverpflichtungen  und  Regelungen  zur   Fusionskontrolle.	0.000634529918897897	0.0025452813133597374	0.9968202114105225	fdp
305	Das Bundeskartellamt stärken wir im Umgang mit Plattformen.	0.0007302885060198605	0.8457357287406921	0.153533935546875	gruene
306	Wir fördern digitale   Startups  in  der  Spätphasenfinanzierung  und  stärken  den  Venture-Capital-Standort.	0.00046320530236698687	0.0001442289212718606	0.9993925094604492	fdp
307	Wir  wollen  den   Anteil von Gründerinnen im Digitalsektor erhöhen.	0.015255460515618324	0.9269615411758423	0.057783037424087524	gruene
308	Dafür schaffen wir ein Gründerinnen-Stipendium   und reservieren einen Teil des Zukunftsfonds.	7.862465736252489e-07	0.00032668645144440234	0.999672532081604	fdp
309	Öffentliche Ausschreibungen und Beschaffungsprozesse   gestalten  wir   z. B.   für  Gov-  und   EduTech-Start-ups   einfacher.	0.46202290058135986	0.37764471769332886	0.16033239662647247	spd
310	Wir  werden  die   Mitarbeiterkapitalbeteiligung  für  Start-ups  attraktiver  gestalten.	2.7044879971072078e-06	1.6657935702824034e-05	0.9999806880950928	fdp
311	Wir  stärken  den  Games-Standort   Deutschland  und  verstetigen  die  Förderung.	4.38587335338525e-08	0.9999496936798096	5.032154149375856e-05	gruene
312	Wir  stärken  KMU  bei  der  Digitalisierung  durch   unkomplizierte  Förderung  und  bauen  die  Unterstützung  für   IT-Sicherheit,  DSGVO-konforme   Datenverarbeitung und den Einsatz digitaler Technologien aus.	0.6839607357978821	0.12408636510372162	0.19195295870304108	spd
313	Innovation, Wissenschaft, Hochschule und Forschung    Deutschland  ist  Innovationsland.	0.9926897883415222	0.0004384361091069877	0.006871811114251614	spd
314	Starke  Wissenschaft  und  Forschung  sind  dabei  die  Garanten  für   Wohlstand, Lebensqualität, sozialen Zusammenhalt und eine nachhaltige Gesellschaft.	0.011165685951709747	0.9566812515258789	0.03215297311544418	gruene
315	Wir haben Lust   auf Zukunft und den Mut zu Veränderungen, sind offen für Neues und werden neue technologische,   digitale,  soziale  und  nachhaltige  Innovationskraft  entfachen.	0.7636414766311646	0.1755015105009079	0.06085698679089546	spd
316	Wir  setzen  neue  Impulse  für  unsere   Wissenschafts-  und  Forschungslandschaft.	0.002377390395849943	0.04859700798988342	0.949025571346283	fdp
317	Unsere  Universitäten  und  Hochschulen  für  Angewandte   Wissenschaften  (HAW)  werden  wir  als  Herz  des  Wissenschaftssystems  stärken,  Innovation  und   Transfer von der Grundlagenforschung bis in die Anwendung fördern und beschleunigen.	0.8217667937278748	0.10282213985919952	0.07541106641292572	spd
318	Um unseren   Wissenschaftsstandort  kreativer,  exzellenter  und  wettbewerbsfähiger  zu  machen,  wollen  wir  ihn   europäisch  und  international  weiter  vernetzen.	0.00031072585261426866	0.00026462561800144613	0.9994246959686279	fdp
319	Geschlechtergerechtigkeit  und  Vielfalt  in  all  ihren   Dimensionen sind Qualitätsmerkmale und Wettbewerbsfaktoren im Wissenschaftssystem.	0.028163069859147072	0.013202100060880184	0.9586348533630371	fdp
320	Wir wollen   den Anteil der gesamtstaatlichen Ausgaben für Forschung und Entwicklung auf 3,5 Prozent des BIP bis   2025 erhöhen.	2.6735776259556587e-07	0.8276764154434204	0.17232327163219452	gruene
321	Zukunftsstrategie Forschung	0.857352614402771	0.11548983305692673	0.027157528325915337	spd
322	Für  die  Lösungen  der  großen  gesellschaftlichen  Herausforderungen  benötigen  wir  eine  starke   Wissenschafts-  und  Forschungspolitik.	0.006378467660397291	0.6722445487976074	0.32137688994407654	gruene
323	Die  Entwicklung  eines  erfolgreichen  Impfstoffes  gegen   SarsCoV2  in  Deutschland  zeigt:  Wir  können  unser  Innovationspotenzial  heben,  wenn  wir  unsere   Ressourcen  effektiv  bündeln  und  einsetzen.	0.9782493114471436	0.019139351323246956	0.0026113989297300577	spd
324	An  diesen  Erfolg  wollen  wir  anknüpfen,  indem  wir    Programmlinien,  Hightech-Strategie  und  Ressortforschungen  missionsorientiert  weiterentwickeln.	0.4757053256034851	0.49833792448043823	0.025956695899367332	gruene
325	Ergebnisse werden wir dabei an internationalen Zielkategorien messen und die Forschungsprojekte   übergreifend  vernetzen.	0.33452001214027405	0.5484495759010315	0.11703039705753326	gruene
326	Gewagte  Forschungsideen   finden   in  der  Zukunftsstrategie  Platz.	1.8865270249079913e-05	0.5315937399864197	0.46838730573654175	gruene
327	Forschungsbedarfe müssen ressortübergreifend, schneller und wirksamer adressiert werden.	0.14142225682735443	0.014025610871613026	0.8445520401000977	fdp
328	Zentrale  Zukunftsfelder  sind  unter  anderem:  Erstens:  Moderne  Technologien   für  eine   wettbewerbsfähige und klimaneutrale Industrie (wie Stahl- und Grundstoffindustrie) in Deutschland.	0.00020522615523077548	0.3675984740257263	0.632196307182312	fdp
329	Sicherstellung  sauberer  Energiegewinnung-  und  -versorgung  sowie  die  nachhaltige  Mobilität  der   Zukunft.	0.03929731994867325	0.0009336350485682487	0.959769070148468	fdp
330	Zweitens:  Klima,  Klimafolgen,  Biodiversität,  Nachhaltigkeit,  Erdsystem  und  entsprechende   Anpassungsstrategien,  sowie  nachhaltiges  Landwirtschafts-  und  Ernährungssystem.	0.12703584134578705	0.5680708289146423	0.3048933148384094	gruene
331	Drittens:  ein   vorsorgendes,   krisenfestes  und  modernes  Gesundheitssystem,  welches  die  Chancen   biotechnologischer und medizinischer Verfahren nutzt, und das altersabhängige Erkrankungen sowie   seltene oder  armutsbedingte  Krankheiten  bekämpft.	0.9876476526260376	0.0036059680860489607	0.008746380917727947	spd
332	Viertens: technologische Souveränität und  die   Potentiale  der  Digitalisierung,  z.	3.8253542555821696e-09	0.6246117353439331	0.3753882944583893	gruene
333	B.   in  Künstlicher   Intelligenz  und  Quantentechnologie,  für   datenbasierte Lösungen quer durch alle Sektoren.	0.9215009808540344	0.04557259753346443	0.03292643651366234	spd
334	Fünftens: Erforschung von Weltraum und Meeren   und  Schaffung  nachhaltiger  Nutzungsmöglichkeiten.	0.9730870723724365	0.00046830452629365027	0.026444653049111366	spd
335	Sechstens:  gesellschaftliche  Resilienz,   Geschlechtergerechtigkeit, Zusammenhalt, Demokratie und Frieden.	0.534270703792572	0.44126152992248535	0.024467717856168747	spd
336	Forschung  an  Zukunftstechnologien  werden  wir  stärker  als  bislang  in  europäischen  Verbünden   zusammenführen.	0.9628317356109619	0.032531414180994034	0.0046368557959795	spd
337	Wir fördern gezielt zukunftsweisende Großforschungsanlagen.	0.00018805311992764473	2.4841021513566375e-05	0.9997871518135071	fdp
338	Wir wollen in allen   Anwendungsgebieten biotechnologischer Verfahren forschen und die Ergebnisse nutzen.	0.9661868214607239	0.021839512512087822	0.011973581276834011	spd
339	Innovationen und Transfer	3.380481211934239e-05	0.9836904406547546	0.016275765374302864	gruene
340	Mit  einer  modernen  Förderpolitik  sorgen  wir   für  einen  erfolgreichen  Aufbruch   in  ein   Innovationsjahrzehnt.	0.8774691820144653	0.07195426523685455	0.050576526671648026	spd
341	Mehr Innovationen stärken den Wirtschaftsstandort Deutschland ebenso wie   die  gesamtgesellschaftliche  Entwicklung.	0.6745651960372925	0.04162067919969559	0.2838141918182373	spd
342	Die  Stärke unserer  Innovationskraft  liegt in  den  Regionen,   denn viele neue Ideen entstehen vor Ort, wo innovativ an den Lösungen der Zukunft gearbeitet wird.	0.9960752129554749	0.002942936960607767	0.0009818521793931723	spd
343	Unser  Ziel  ist  die  Stärkung  von  anwendungsorientierter  Forschung  und  Transfer  zur  Schaffung  und   Stärkung  regionaler  sowie  überregionaler  Innovationsökosysteme.	1.2348429663688876e-05	0.0026646398473531008	0.9973230957984924	fdp
344	Dazu  werden  wir  die  Deutsche   Agentur  für  Transfer  und  Innovation  (DATI)  gründen,  um  soziale  und  technologische  Innovationen   insbesondere an den HAW und kleinen und mittleren Universitäten in Zusammenarbeit u. a. mit Start-  ups, KMU sowie sozialen und öffentlichen Organisationen zu fördern.	0.9636893272399902	0.0005643413751386106	0.03574635833501816	spd
345	Die bestehenden Förderprogramme für HAW bauen wir als zentrale Erfolgsfaktoren für die Agentur   aus.	0.43891334533691406	0.11614984273910522	0.4449368417263031	fdp
346	Perspektivisch wollen wir unter ihrem Dach relevante Förderprogramme aus den verschiedenen    Ressorts bündeln.	0.9355734586715698	0.006833035498857498	0.057593535631895065	spd
347	Wir werden zeitlich und räumlich begrenzte Experimentierräume ermöglichen, in   denen innovative Technologien, Dienstleistungen oder Geschäftsmodelle unter realen Bedingungen   erprobt werden können.	0.8771549463272095	0.006837634369730949	0.1160074919462204	spd
348	Wir wollen ausgewählte Standorte als Leuchttürme unter die Spitzengruppe   internationaler  Forschungs-  und  Transferregionen  mit  jeweils  einem  inhaltlichen  Schwerpunkt   bringen.	1.4945311477276846e-06	0.9934101700782776	0.006588241551071405	gruene
349	Dazu  wollen  wir  Innovationsregionen  nach  britischem  Vorbild  schaffen  und  dafür   Handlungsspielräume des nationalen wie europäischen Rechts nutzen und ausweiten.	2.2355929729656054e-07	0.0023089058231562376	0.9976909160614014	fdp
350	Deutschland hat die Chance, zum international führenden Biotechnologie-Standort zu werden.	2.566219181598939e-10	0.0010002070339396596	0.9989997744560242	fdp
351	Durch   den ersten mRNA-Impfstoff aus Mainz hat unser Land weltweite Sichtbarkeit erlangt.	8.277377492049709e-05	0.0011623678728938103	0.9987548589706421	fdp
352	Damit ist eine   Leitfunktion für die wissenschaftliche und wirtschaftliche Entwicklung der Biotechnologie verbunden.	0.0009040180593729019	0.006453019566833973	0.9926429390907288	fdp
353	Wir wollen die vorhandenen Kompetenzen und Entwicklungspotenziale weiter stärken, indem wir mit   zusätzlichen Mitteln ein neues Forschungszentrum der Helmholtz-Gemeinschaft für Alternsforschung   errichten.	0.00019792401872109622	0.9976658821105957	0.0021362456027418375	gruene
354	Für  einen  echten   Innovationsschub  müssen  wir  Ausgründungen  vorantreiben.	0.020040297880768776	0.018511731177568436	0.9614480137825012	fdp
355	Wir  werden   Hochschulen Mittel des Bundes zur Schaffung einer Gründungsinfrastruktur für technologisches wie   soziales  Unternehmertum  bereitstellen.	3.493170879664831e-06	0.0005871888133697212	0.9994093179702759	fdp
356	Wir  wollen  die  Ausgründungskultur  in  Hochschulen  und   außeruniversitären Forschungseinrichtungen in der Breite stärken.	7.331523582676525e-11	0.967566728591919	0.03243323788046837	gruene
357	Der dazu benötigte Kulturwandel   wird durch Science-Entrepreneurship-Initiativen begleitet.	1.3705372339245514e-06	0.07795534282922745	0.9220433235168457	fdp
358	Wir sind offen für die Etablierung eines German Tech Transfer Fund.	0.8691520690917969	0.10330815613269806	0.02753979153931141	spd
359	Wir fördern Plattformen, die nicht   verwertete  Patente  dem  Markt  bekannt  und  zugänglich  machen.	0.6886736750602722	0.21143044531345367	0.09989586472511292	spd
360	Wir  werden  die  rechtlichen  und   finanziellen  Rahmenbedingungen  für  die  Agentur  für  Sprunginnovation  umgehend  substanziell   verbessern,  damit sie  freier  agieren  und  investieren kann.	0.11245228350162506	0.02737552858889103	0.8601721525192261	fdp
361	Wir  werden  ihre  Arbeit  in der  laufenden               Wahlperiode evaluieren.	0.0017841629451140761	0.00030546652851626277	0.9979103207588196	fdp
362	Forschungsdaten	nan	nan	nan	spd
363	Das ungenutzte Potential, das in zahlreichen Forschungsdaten liegt, wollen wir effektiver für innovative   Ideen nutzen.	4.205803350032511e-08	0.9894769191741943	0.010523086413741112	gruene
364	Den Zugang zu Forschungsdaten für öffentliche und private Forschung wollen wir mit   einem   Forschungsdatengesetz  umfassend   verbessern   sowie   vereinfachen  und   führen   Forschungsklauseln ein.	0.848543643951416	0.00040043561602942646	0.15105588734149933	spd
365	Open Access wollen wir als gemeinsamen Standard etablieren.	0.0007084934040904045	0.5918755531311035	0.4074159860610962	gruene
366	Wir setzen uns   für  ein  wissenschaftsfreundlicheres  Urheberrecht  ein.	0.0024174803402274847	0.031208975240588188	0.96637362241745	fdp
367	Die  Nationale  Forschungsdateninfrastruktur   wollen  wir  weiterentwickeln  und  einen  Europäischen  Forschungsdatenraum  vorantreiben.	0.10783611238002777	0.1074519231915474	0.7847119569778442	fdp
368	Datenteilung von vollständig anonymisierten und nicht personenbezogenen Daten für Forschung im   öffentlichen Interesse wollen wir ermöglichen.	0.9726012349128723	0.022554464638233185	0.004844317212700844	spd
369	Rahmenbedingungen für Hochschule, Wissenschaft und Forschung   Universitäten  und  Hochschulen  für  angewandte  Wissenschaften  sind  das  Rückgrat  der  deutschen   Wissenschaftslandschaft.	0.017887357622385025	0.5104430317878723	0.47166961431503296	gruene
370	Als solche werden wir sie stärken, denn wo Fortschritt entsteht, muss er auch   gelebt  werden.	0.19484327733516693	0.6369866132736206	0.16817010939121246	gruene
371	Wir  setzen  den  Weg  der  Zusammenarbeit  zwischen  Bund  und  Ländern  für  ein   zukunftsfähiges  Wissenschaftssystem  fort.	0.0008605153416283429	0.00405260780826211	0.9950868487358093	fdp
372	Einer  Entkopplung  der  Budgetentwicklung  zwischen   Hochschulen und außeruniversitären Forschungseinrichtungen wirken wir entgegen.	0.0003901798918377608	0.8342676758766174	0.16534222662448883	gruene
373	Wir werden den „Zukunftsvertrag Studium und Lehre stärken“ ab 2022 analog zum Pakt für Forschung   und Innovation dynamisieren.	0.8024091124534607	0.14715814590454102	0.05043276399374008	spd
374	Wir werden die Stiftung Innovation in der Hochschullehre insbesondere   im  Bereich  digitaler  Lehre  weiterentwickeln.	0.8949010968208313	0.07900705933570862	0.02609183080494404	spd
375	Mit  einem  Bundesprogramm  „Digitale  Hochschule“   fördern  wir  in  der  Breite  Konzepte  für  den  Ausbau  innovativer  Lehre,  Qualifizierungsmaßnahmen,   digitale Infrastrukturen und Cybersicherheit.	0.013922912999987602	0.3482380211353302	0.6378390789031982	fdp
376	Wir wollen einen Bund-Länder-Prozess zur Weiterentwicklung des Kapazitätsrechts in Gang setzen.	2.940032209153287e-05	0.0013233881909400225	0.9986472725868225	fdp
377	Für   die  wissenschaftliche  Weiterbildung  neben  der  grundständigen  Lehre  schaffen  wir  einen  Rahmen,   innerhalb dessen wir die Einführung von Micro-Degrees prüfen.	0.007767613045871258	0.0012168878456577659	0.9910154938697815	fdp
378	Die  Exzellenzstrategie  hat  sich  bewährt  und  soll  als  Wettbewerbsraum  einmalig  mit  zusätzlichen   Mitteln für weitere Cluster ausgestattet werden.	0.004332284443080425	0.9778525829315186	0.01781509257853031	gruene
379	Wir stärken Verbünde, Anträge für kooperative oder   interdisziplinäre  Exzellenzcluster  zu  erarbeiten,  die  im  Wettbewerb  gleichberechtigt  behandelt   werden.	0.024402685463428497	0.9578401446342468	0.017757171764969826	gruene
380	Freie, Neugier getriebene Grundlagenforschung ist Fundament der staatlichen Forschungsförderung.	0.005169819109141827	0.17903926968574524	0.8157908916473389	fdp
381	Die Dynamisierung des Paktes für Forschung und Innovation (PFI) wollen wir erhalten.	0.983477771282196	0.0023307506926357746	0.014191457070410252	spd
382	Wir werden bis   zur  Zwischenevaluation  2025  Transparenz  über  den  Stand  der  Zielvereinbarung  herstellen  und   Mechanismen entwickeln, um sie künftig verbindlicher zu machen.	0.007796044927090406	0.30629974603652954	0.6859041452407837	fdp
383	Unser Ziel ist:	2.1838897357184806e-09	0.026145821437239647	0.9738542437553406	fdp
384	Die Entscheidung für   den  Strategieentwicklungsraum  wird  umgehend  umgesetzt.	2.881084401451517e-05	0.011041703633964062	0.9889294505119324	fdp
385	Die  Akademien  der  Wissenschaften   werden  analog  zum  Pakt  für  Forschung  und  Innovation  gefördert.	5.866532433174143e-07	0.8731586337089539	0.126840740442276	gruene
386	Die  perspektivisch  vereinbarte   Steigerung  der  Programmpauschalen  der  Deutschen  Forschungsgemeinschaft  (DFG)  werden  wir  in   verlässlichen  Aufwuchsschritten  bis  zum  Ende  der  Vertragslaufzeit  des  Paktes  für  Forschung  und   Innovation umsetzen.	0.5674731135368347	0.40618446469306946	0.02634243108332157	spd
387	Für  Krisensituationen  und  prioritäre  Handlungsfelder  werden  wir  vereinfachte  und  beschleunigte   Verfahren der Forschungsförderung entwickeln.	0.00571705074980855	0.9775514006614685	0.01673165336251259	gruene
388	Wir werden Bürokratie in Forschung und Verwaltung   durch Shared-Service-Plattformen, Synergiemanagement und effizientere Berichtspflichten abbauen.	0.006104895379394293	0.9391246438026428	0.054770514369010925	gruene
389	In  der  Gesetzesfolgenabschätzung  werden  wir  künftig  auch  Innovationspotenziale  konsequent   erfassen.	0.029853247106075287	0.9301496744155884	0.039997052401304245	gruene
390	Arbeitsbedingungen in der Wissenschaft   Gute  Wissenschaft  braucht  verlässliche  Arbeitsbedingungen.	3.0895069835779054e-10	8.298121656480362e-07	0.9999991655349731	fdp
391	Deswegen  wollen  wir  das   Wissenschaftszeitvertragsgesetz auf Basis der Evaluation reformieren.	0.9647156596183777	0.004252171143889427	0.031032254919409752	spd
392	Dabei wollen wir die Planbarkeit   und  Verbindlichkeit  in  der  Post-Doc-Phase  deutlich  erhöhen  und  frühzeitiger  Perspektiven  für   alternative  Karrieren  schaffen.	6.780011858609214e-07	0.8039526343345642	0.19604675471782684	gruene
393	Wir  wollen  die  Vertragslaufzeiten  von  Promotionsstellen  an  die   gesamte  erwartbare  Projektlaufzeit  knüpfen  und  darauf  hinwirken,  dass  in  der  Wissenschaft   Dauerstellen   für  Daueraufgaben  geschaffen  werden.	0.9880714416503906	0.01056563388556242	0.0013629650929942727	spd
394	Wir   tragen   für  eine  verbesserte   Qualitätssicherung der Promotion Sorge.	1.2624405826500151e-05	0.0008224704070016742	0.9991649389266968	fdp
395	Wir  wollen  die  familien-  und  behindertenpolitische  Komponente  für  alle  verbindlich  machen.	0.9878976941108704	0.00028343594749458134	0.011818851344287395	spd
396	Das   Tenure-Track-Programm werden wir verstetigen, ausbauen und attraktiver machen.	0.9614994525909424	0.001307108555920422	0.03719334304332733	spd
397	Wir wollen das   Professorinnenprogramm stärken.	1.172227737100684e-08	0.9997380375862122	0.00026193997473455966	gruene
398	Wir wollen Geschlechtergerechtigkeit und Vielfalt künftig in allen   Förderprogrammen und Institutionen verankern und durchsetzen.	6.344512803480029e-05	0.005900548305362463	0.9940359592437744	fdp
399	Mit einem Bund-Länder-Programm   wollen  wir  Best-Practice-Projekte  für  1)  alternative  Karrieren  außerhalb  der  Professur,  2)  Diversity-  Management, 3) moderne Governance-, Personal- und Organisationsstrukturen fördern.	0.11055055260658264	0.0009267204441130161	0.888522744178772	fdp
400	Standards für   Führung und Compliance-Prozesse sind im Wissenschaftssystem noch stärker zu berücksichtigen.	5.441463279964864e-09	0.9582582712173462	0.041741810739040375	gruene
401	Internationale Hochschulkooperation    Nie war internationale Kooperation wichtiger.	0.06801590323448181	0.92087322473526	0.01111088041216135	gruene
402	Daher räumen wir ihr einen hohen Stellenwert ein.	0.9927936792373657	0.0016745486063882709	0.005531845148652792	spd
403	Wir   verteidigen  Wissenschaftsfreiheit  im  In-  und  Ausland,  stärken  Schutzprogramme  und  werden  die   Internationalisierungsstrategie  im  Dialog  weiterentwickeln.	0.10536867380142212	0.8309232592582703	0.06370807439088821	gruene
404	Wir  stärken  Erasmus+.	0.043420370668172836	0.9091047048568726	0.047474924474954605	gruene
405	Wir  werden  die   europäischen  Hochschulnetzwerke  mit  weiteren  Standorten  und  digital  ausbauen.	0.9845007658004761	0.000348267873050645	0.015151017345488071	spd
406	Bologna-  Kooperationen  mit  Nachbarländern  vertiefen  wir.	0.005451497156172991	0.9760555624961853	0.01849301904439926	gruene
